NAME,G,M,A,C
J080547.35+225434.9_r.fits,-0.729332756957,-2.34144790711,0.270565527934,0.369931
J023310.79-074813.4_r.fits,-0.731000493201,-2.27407646422,0.269465809652,0.379257
J073715.73+313110.9_r.fits,-0.717430961812,-2.45688211153,0.320138990853,0.143572
J111835.82+002511.2_r.fits,-0.754970371611,-2.57413889764,0.292018115713,0.543758
J081006.07+245519.5_r.fits,-0.686434258357,-2.58057203137,0.198902311126,0.418954
J082854.33+343906.0_r.fits,-0.741227567144,-2.16960834598,0.327285306453,0.346784
J094814.71+574444.5_r.fits,-0.857008288277,-2.58235154891,0.593258930759,0.388429
J113446.25+025515.7_r.fits,-0.676220382259,-2.51075260951,0.234476168395,0.353195
J093917.26+363343.9_r.fits,-0.674874231869,-2.81624584456,0.34642743186,0.492865
J111038.86+034519.6_r.fits,-0.712345741253,-2.44830850077,0.211254645216,0.48201
J220316.00+003415.9_r.fits,-0.695132787907,-1.96951993873,0.193003067719,0.376416
J104000.58+390720.0_r.fits,-0.708433850241,-2.46280946586,0.141039283086,0.431537
J141451.35+030751.3_r.fits,-0.647592822703,-2.65744534588,0.215767462083,0.449748
J144545.12+513450.9_r.fits,-0.705775485499,-2.53039356329,0.330539254037,0.436951
J172717.39+582907.7_r.fits,-0.685774389772,-2.64091454067,0.456640121917,0.333788
J034545.16-071526.9_r.fits,-0.683434546196,-2.4861533236,0.256239913824,0.428296
J074953.38+451454.6_r.fits,-0.696454405371,-2.28098325839,0.190061955451,0.394417
J094511.97-000712.1_r.fits,-0.671768086616,-2.17765447964,0.432787587074,0.271863
J080328.07+250609.6_r.fits,-0.735640872143,-2.48041727644,0.278455935268,0.509659
J005329.92-084604.0_r.fits,-0.656066258845,-2.22996509481,0.187254050428,0.325102
J080547.35+225434.9_r.fits,-0.729332756957,-2.34144790711,0.269888700142,0.369931
J023310.79-074813.4_r.fits,-0.730897510759,-2.27433236962,0.268981267331,0.379257
J213206.88+110637.0_r.fits,-0.731425081731,-2.52398789547,0.428363089504,0.366139
J104833.59+475914.7_r.fits,-0.71778327437,-2.5318836162,0.261920951025,0.363129
J111835.82+002511.2_r.fits,-0.754970371611,-2.57413889764,0.291644894094,0.543758
J134640.80+522836.6_r.fits,-0.745931602557,-2.48696100231,0.208141377004,0.484994
J005329.92-084604.0_r.fits,-0.656066258845,-2.22996509481,0.187626519321,0.325102
J085828.60+000124.5_r.fits,-0.737242700692,-2.38999827336,0.184796348657,0.429044
J005940.11+151951.5_r.fits,-0.711621236647,-2.66489959709,0.201146737146,0.512757
J034545.16-071526.9_r.fits,-0.683277082891,-2.48631285913,0.256116456482,0.428296
J123804.16+482042.3_r.fits,-0.732763842003,-2.19390253786,0.198001399579,0.431602
J093917.26+363343.9_r.fits,-0.674874231869,-2.81624584456,0.346329864099,0.492865
J113446.25+025515.7_r.fits,-0.676220382259,-2.51075260951,0.234476168395,0.353195
J135857.98+614050.6_r.fits,-0.716735963053,-2.33143541656,0.177819742165,0.422286
J143143.18-021248.8_r.fits,-0.751106072172,-2.14193005427,0.204551753262,0.40237
J131835.67+140248.5_r.fits,-0.66978520702,-2.07280183754,0.214450083302,0.256973
J133023.78+022058.6_r.fits,-0.7394480876,-2.19595546743,0.307053619099,0.404148
J170622.22+212422.2_r.fits,-0.70201338603,-2.36792967062,0.361066434935,0.388863
J143445.75+005319.1_r.fits,-0.675670475971,-2.65187454757,0.298252028389,0.436803
J110442.28+405732.1_r.fits,-0.760540613302,-2.43754282592,0.459721598067,0.320251
J104833.59+475914.7_r.fits,-0.71778327437,-2.5318836162,0.261920951025,0.363129
J082403.67+515415.7_r.fits,-0.704181666959,-2.24660341084,0.206178866614,0.264455
J082443.29+295923.6_r.fits,-0.740191503541,-2.57951917851,0.371667202818,0.465013
J023310.79-074813.4_r.fits,-0.730063412063,-2.27556809386,0.269267768904,0.379257
J111835.82+002511.2_r.fits,-0.754970371611,-2.57413889764,0.29126583201,0.543758
J093917.26+363343.9_r.fits,-0.674874231869,-2.81624584456,0.346448062585,0.492865
J113446.25+025515.7_r.fits,-0.676220382259,-2.51075260951,0.234476168395,0.353195
J111038.86+034519.6_r.fits,-0.712345741253,-2.44830850077,0.211254645216,0.48201
J135857.98+614050.6_r.fits,-0.716735963053,-2.33143541656,0.177819742165,0.422286
J082854.33+343906.0_r.fits,-0.741227567144,-2.16960834598,0.327542355069,0.346784
J082443.29+295923.6_r.fits,-0.740191503541,-2.57951917851,0.371905206956,0.465013
J104833.59+475914.7_r.fits,-0.71778327437,-2.5318836162,0.261920951025,0.363129
J082403.67+515415.7_r.fits,-0.704181666959,-2.24660341084,0.206178866614,0.264455
J101658.93+132357.5_r.fits,-0.708757188442,-2.32682234162,0.219895238942,0.379177
J111835.82+002511.2_r.fits,-0.754970371611,-2.57413889764,0.291839500436,0.543758
J141026.83-004956.6_r.fits,-0.754205897491,-2.53978717499,0.255517924767,0.524488
J211224.69+112431.4_r.fits,-0.635529334838,-1.84495917227,0.167180671072,0.159343
J082825.87+250052.7_r.fits,-0.713389892628,-2.26458233187,0.161821573969,0.370963
J110158.99+451340.9_r.fits,-0.68006915646,-0.777911482349,0.575774405761,0.294231
J230442.82-093345.3_r.fits,-0.733105265036,-2.45105723681,0.34042656716,0.46031
J103443.72+110310.7_r.fits,-0.7070009196,-2.2554296682,0.246923093726,0.370235
J114930.79+424541.1_r.fits,-0.690570539391,-2.16270096766,0.227221855535,0.297973
J095812.60+110635.5_r.fits,-0.748869926492,-2.2607826767,0.271447307865,0.397347
J162441.32+345001.7_r.fits,-0.692867459585,-2.08148191266,0.190651644869,0.22923
J130238.75+452637.3_r.fits,-0.722775654608,-2.55773733802,0.297078214287,0.486444
J115704.55+434937.6_r.fits,-0.733394788237,-2.42603608624,0.291859629642,0.458592
J030801.40-005325.8_r.fits,-0.743020403586,-2.40281041384,0.218567957884,0.493095
J124148.07+474231.9_r.fits,-0.712969863373,-2.23679249846,0.316607526977,0.324426
J110529.83+033935.9_r.fits,-0.740374632837,-2.23265161211,0.244673374747,0.40202
J092346.59+352900.3_r.fits,-0.714699273959,-1.94813651129,0.381906181448,0.26585
J080707.18+361400.5_r.fits,-0.712817813055,-2.25921849932,0.18510079554,0.411471
J104000.58+390720.0_r.fits,-0.708433850241,-2.46280946586,0.141039283086,0.431537
J110133.96+453913.9_r.fits,-0.681510642492,-2.45276238337,0.243746321381,0.402474
J075953.49+232324.2_r.fits,-0.715959169484,-2.18049848687,0.158542471415,0.436843
J133548.25+025956.1_r.fits,-0.675793236348,-2.29201537056,0.125842244589,0.358871
J130905.60+113802.9_r.fits,-0.686251285367,-2.39183721954,0.169123317634,0.352831
J103719.33+433515.3_r.fits,-0.634660971275,-2.68977253311,0.242058554447,0.471432
J090554.49+471045.5_r.fits,-0.721596346323,-2.28295586027,0.412135062459,0.486944
J220141.64+115124.4_r.fits,-0.660869360118,-2.20462431359,0.359805389508,0.348029
J150759.30+011354.3_r.fits,-0.717814645632,-2.2305861926,0.170067353321,0.37709
J011905.14+003745.0_r.fits,-0.628586789152,-2.78429097297,0.483730852928,0.391967
J111319.24+044425.2_r.fits,-0.619106773721,-2.22366573493,0.372503298513,0.232115
J094705.72+050159.9_r.fits,-0.714630403756,-1.96198911764,0.27018147019,0.157626
J115359.07+130853.7_r.fits,-0.70088177873,-2.13218516972,0.289220069063,0.21704
J030632.00-062521.2_r.fits,-0.681434566001,-2.05988465035,0.231550461698,0.131871
J110617.71-004542.2_r.fits,-0.741657886737,-2.0797755626,0.332613571448,0.355214
J110219.75+123107.1_r.fits,-0.711412107579,-1.94855432777,0.273286019162,0.186575
J113132.72+523921.6_r.fits,-0.714380995274,-1.96667712272,0.335793600835,0.264478
J083658.39+051119.1_r.fits,-0.692742263086,-2.02861345979,0.402003991799,0.195474
J153838.50+365730.1_r.fits,-0.747910059606,-2.59291723678,0.164161883019,0.515444
J135933.18+560228.7_r.fits,-0.708128471397,-2.35528788733,0.23148092379,0.379637
J230343.06+135535.5_r.fits,-0.714945031607,-2.1027569041,0.204099876379,0.363872
J113252.56+433053.9_r.fits,-0.735990373693,-2.32607487946,0.204542355822,0.422143
J100356.91+013044.5_r.fits,-0.730842209025,-2.35552182776,0.222264637482,0.461278
J110326.80+664011.0_r.fits,-0.712368713353,-2.28826291265,0.253903735244,0.27358
J144837.04+514331.0_r.fits,-0.727499155185,-1.98840118547,0.31657570502,0.284008
J085214.30+525323.9_r.fits,-0.694453907983,-1.85756026008,0.21022169934,0.248434
J114504.88+463733.6_r.fits,-0.712350859806,-2.04802791047,0.21471711561,0.306369
J135801.16+390138.2_r.fits,-0.734235964402,-2.28063466363,0.272923519593,0.370569
J143143.18-021248.8_r.fits,-0.751168025023,-2.14197182037,0.204253396549,0.40237
J143416.62+371202.7_r.fits,-0.686841751533,-1.92765212432,0.161915708547,0.264154
J163934.96+355604.5_r.fits,-0.710019254043,-2.47291275247,0.306009019063,0.405851
J145205.74+381059.3_r.fits,-0.738047221506,-1.88663121049,0.276657710091,0.26776
J120138.04+061245.2_r.fits,-0.749610559307,-2.34081330175,0.25878974249,0.506579
J083057.51+421230.2_r.fits,-0.730011966309,-2.40563702949,0.266864248815,0.325914
J173752.68+540339.5_r.fits,-0.690882033651,-2.05892549634,0.202427001522,0.263155
J164858.61+400041.4_r.fits,-0.692756386289,-2.44670609358,0.180890272727,0.405933
J155130.28+490728.1_r.fits,-0.764600520355,-1.92818893426,0.27938701855,0.264023
J144725.16+032627.9_r.fits,-0.710065681001,-2.53978233365,0.301547082236,0.496872
J112221.15+462549.8_r.fits,-0.655645659824,-2.56122624609,0.280201613324,0.446602
J170408.72+312902.3_r.fits,-0.703483417437,-2.56709487587,0.198968031949,0.522671
J095145.09+031620.5_r.fits,-0.699640421231,-2.13225231853,0.182566419988,0.264928
J090015.62+401748.4_r.fits,-0.676033492246,-1.95561569661,0.403558875772,0.314594
J112320.25+055107.3_r.fits,-0.715283969175,-2.17464173337,0.215661862827,0.330225
J003735.81+001650.5_r.fits,-0.741153991375,-2.65834017282,0.151730669275,0.552757
J220316.00+003415.9_r.fits,-0.69507502886,-1.96965502834,0.19301700341,0.376416
J120908.81+440011.5_r.fits,-0.688999598165,-1.93765659894,0.175573760556,0.299726
J104000.58+390720.0_r.fits,-0.708433850241,-2.46280946586,0.141039283086,0.431537
J152041.34+490623.6_r.fits,-0.691573225246,-2.49614010764,0.206772270669,0.426216
J153908.88+322425.4_r.fits,-0.672098332801,-1.7298342485,0.297177442828,0.19753
J085814.87+353901.1_r.fits,-0.742065683923,-2.3377907062,0.311775912947,0.478327
J104248.63+110000.9_r.fits,-0.684658257557,-2.3990852909,0.169896560213,0.37445
J160534.65+323940.9_r.fits,-0.821759215008,-1.71311814852,0.77108059368,0.140306
J085015.01+534032.0_r.fits,-0.719352587883,-2.52540713709,0.333158417979,0.426651
J082253.84+055615.5_r.fits,-0.675943116273,-2.13263086049,0.238933994311,0.19691
J110338.36-005208.4_r.fits,-0.742705510495,-1.59130935332,0.21443527729,0.27091
J143838.87+363354.8_r.fits,-0.764399826533,-2.254624675,0.40856864488,0.320519
J092206.32+524209.7_r.fits,-0.708040776274,-1.98954283889,0.341921088471,0.115283
J034330.26-073507.4_r.fits,-0.738841196516,-2.1427753044,0.33054738175,0.285929
J080359.20+234520.5_r.fits,-0.701085033291,-2.52983033651,0.41129164218,0.306353
J120914.11+470330.1_r.fits,-0.704703351191,-2.68775659494,0.189997075947,0.545589
J131915.90+543606.3_r.fits,-0.707145148364,-2.46309001435,0.243013375307,0.346286
J215226.04-081025.0_r.fits,-0.735450245415,-2.19848961852,0.360186270176,0.399567
J172837.52+570842.2_r.fits,-0.663639206051,-2.58502867644,0.235537151908,0.407614
J153908.88+322425.4_r.fits,-0.672011926318,-1.72951534308,0.297485840193,0.19753
J085814.87+353901.1_r.fits,-0.742065683923,-2.3377907062,0.311536672381,0.478327
J160205.51+523316.9_r.fits,-0.709428351211,-2.12013334757,0.217556188336,0.22975
J132409.64+051535.1_r.fits,-0.705047726988,-2.33672131242,0.3668011987,0.363975
J211718.29-061346.7_r.fits,-0.682241742393,-2.40469576761,0.239959131587,0.392274
J084707.73+045127.7_r.fits,-0.657720670657,-2.10031888811,0.392477567215,0.222543
J162529.22+403821.9_r.fits,-0.671096451888,-1.9827861288,0.386055989021,0.2359
J001601.32+155634.8_r.fits,-0.710360394771,-2.05978993556,0.398232471214,0.270077
J093821.55+063130.9_r.fits,-0.689965544264,-2.15868596244,0.360348916135,0.253119
J094321.54+385457.7_r.fits,-0.705979735886,-2.00688184601,0.216025807618,0.186961
J105546.79+440258.8_r.fits,-0.71604238689,-2.44970557635,0.311944156327,0.492566
J102332.55+522031.4_r.fits,-0.757712353388,-1.97600795282,0.290171008527,0.369384
J134527.23+475521.8_r.fits,-0.672630869803,-1.91133441233,0.24277438634,0.259555
J131408.61-002628.0_r.fits,-0.717063937181,-1.82435996709,0.160195950113,0.234652
J125821.16+045308.4_r.fits,-0.718370572437,-2.72221368839,0.249786308916,0.378871
J133853.41+004519.4_r.fits,-0.716847433206,-2.41414029381,0.128778019307,0.395345
J153138.87+351649.7_r.fits,-0.712195822091,-2.59192329332,0.219172230105,0.44705
J131704.95+014940.7_r.fits,-0.72058333597,-1.92105060211,0.207688213709,0.205629
J121649.03+472619.7_r.fits,-0.686243721341,-2.34864012164,0.179505237695,0.363349
J105646.12+053940.0_r.fits,-0.692500075033,-2.36888534593,0.269343627052,0.350352
J095914.76+125916.5_r.fits,-0.783770940136,-2.38973708701,0.367175680621,0.362854
J153928.56+465859.7_r.fits,-0.74833521133,-2.48381079752,0.365323909388,0.527775
J110621.38+502316.8_r.fits,-0.722492471434,-2.47318507266,0.298855352845,0.468661
J134049.96+052458.6_r.fits,-0.719616017899,-2.13560909022,0.361245145748,0.316037
J083523.72+420909.6_r.fits,-0.740930050294,-2.73210921319,0.286816689149,0.525417
J121451.24-032922.2_r.fits,-0.671182984588,-2.3301622587,0.199761492655,0.30116
J080248.17+450204.4_r.fits,-0.698650289483,-2.13422707394,0.193008883398,0.342381
J110630.66+063333.9_r.fits,-0.657102628371,-2.37912353088,0.228266795483,0.290197
J031100.77-082528.3_r.fits,-0.720322421183,-2.50605143623,0.249939028857,0.450832
J133817.77+481641.1_r.fits,-0.770368679848,-0.873892975171,0.628012618261,0.0
J121451.24-032922.2_r.fits,-0.671182984588,-2.3301622587,0.199761492655,0.30116
J080248.17+450204.4_r.fits,-0.698650289483,-2.13422707394,0.192654263012,0.342381
J110630.66+063333.9_r.fits,-0.657017667817,-2.37927169228,0.228315040536,0.290197
J031100.77-082528.3_r.fits,-0.720442734216,-2.50579851674,0.250342646715,0.450832
J133817.77+481641.1_r.fits,-0.772888085113,-0.894820957612,0.63019125011,0.0
J130905.60+113802.9_r.fits,-0.686383967377,-2.39163910521,0.169310400883,0.352831
J103719.33+433515.3_r.fits,-0.634718239489,-2.68963924429,0.241840296258,0.471432
J085326.21+454609.8_r.fits,-0.72268120689,-2.37148543467,0.141236911261,0.483718
J090554.49+471045.5_r.fits,-0.721598426293,-2.28293250086,0.412188776641,0.486944
J220141.64+115124.4_r.fits,-0.660869360118,-2.20462431359,0.359913454505,0.348029
J100008.40+005905.3_r.fits,-0.737220719355,-2.46280961523,0.242622504518,0.577716
J150843.24+405554.6_r.fits,-0.742860595003,-2.43123019965,0.387031194625,0.334317
J171725.53+291107.9_r.fits,-0.789675686303,-2.56338995314,0.513811840638,0.39975
J111636.49+553856.8_r.fits,-0.689976473099,-2.12463874259,0.219418470676,0.218375
J160151.51+024810.0_r.fits,-0.698151684775,-1.8035095352,0.481530394673,0.153397
J143318.48+344404.4_r.fits,-0.688679069151,-2.63516873606,0.33476569293,0.41928
J075953.49+232324.2_r.fits,-0.715843064519,-2.18058768102,0.158619784014,0.436843
J152041.34+490623.6_r.fits,-0.691573225246,-2.49614010764,0.206943972973,0.426216
J093003.56+341325.3_r.fits,-0.695396526511,-2.57989341984,0.253374729885,0.490546
J081200.75+390045.2_r.fits,-0.655060526468,-2.2228618498,0.255873562293,0.27898
J090131.21+491931.4_r.fits,-0.716671972772,-2.34342660562,0.33286103324,0.361645
J171459.27+644825.1_r.fits,-0.72877727909,-2.10579294246,0.336993155602,0.333001
J103111.53+605605.4_r.fits,-0.709799352413,-2.15354352981,0.181732877457,0.265405
J144723.12+020545.1_r.fits,-0.664687108992,-2.63253775819,0.41750219621,0.438353
J122436.01+551650.6_r.fits,-0.711011857883,-2.19424009517,0.266678790315,0.358198
J110621.38+502316.8_r.fits,-0.722492471434,-2.47318507266,0.297882939053,0.468661
J134640.80+522836.6_r.fits,-0.745656888423,-2.48719397409,0.208006216704,0.484994
J021404.40+131156.3_r.fits,-0.690606600466,-2.11816397439,0.179618916311,0.228833
J113240.25+525701.4_r.fits,-0.839671579588,-2.71696416064,0.505452548673,0.568885
J083523.72+420909.6_r.fits,-0.740930050294,-2.73210921319,0.287184675935,0.525417
J095914.76+125916.5_r.fits,-0.785943646859,-2.38846878597,0.368560238707,0.362854
J153928.56+465859.7_r.fits,-0.74833521133,-2.48381079752,0.365877775409,0.527775
J150126.33+020410.8_r.fits,-0.796111947167,-2.36991877347,0.369917629369,0.329578
J215259.07-000903.4_r.fits,-0.710988112742,-2.47118591856,0.147076011886,0.442246
J074535.90+243443.7_r.fits,-0.773734729718,-2.18728958329,0.437364858663,0.349906
J081535.09+264143.5_r.fits,-0.726626109594,-2.08650948404,0.384512601603,0.193773
J075438.46+423238.8_r.fits,-0.746624672055,-2.13138263825,0.23468013413,0.419334
J120057.53-024523.8_r.fits,-0.725588218673,-2.20443668385,0.304436461328,0.241484
J114959.98+475825.7_r.fits,-0.691140895499,-2.09275512323,0.280114194692,0.21445
J075424.26+343047.9_r.fits,-0.710524528312,-2.18195638189,0.185120986004,0.322556
J004214.99-104414.9_r.fits,-0.691793989598,-2.13440740935,0.259371927339,0.188283
J080846.81+381942.5_r.fits,-0.647838603489,-1.76362987742,0.546426355014,0.0315299
J164414.29+314459.0_r.fits,-0.706209164468,-2.23828335314,0.384730112864,0.205065
J130808.53+640023.8_r.fits,-0.711499575276,-2.05023284308,0.485127344718,0.295093
J115725.05+092038.6_r.fits,-0.699555649223,-2.19293080316,0.238300426334,0.179961
J111943.96+073529.0_r.fits,-0.747879049132,-2.41144536222,0.321092647323,0.471262
J131915.90+543606.3_r.fits,-0.707145148364,-2.46309001435,0.243821699671,0.346286
J080359.20+234520.5_r.fits,-0.701839375888,-2.529670149,0.411935158493,0.306353
J120914.11+470330.1_r.fits,-0.704745545834,-2.68781385574,0.189733388205,0.545589
J123838.10+453414.5_r.fits,-0.70954555617,-2.5192464117,0.206339541498,0.486263
J112301.31+470308.7_r.fits,-0.727123359784,-2.58293055929,0.270344020274,0.487447
J154304.11+511249.0_r.fits,-0.73033130401,-2.00075272616,0.258863912613,0.324501
J112136.42+114413.5_r.fits,-0.683656369566,-2.1066183708,0.267431885607,0.222418
J154624.05+431715.6_r.fits,-0.630584610707,-2.54677891684,0.228743155661,0.282839
J013924.88-092404.3_r.fits,-0.648299298565,-2.02965082828,0.193797171977,0.223179
J111943.96+073529.0_r.fits,-0.747879049132,-2.41144536222,0.32111277886,0.471262
J131915.90+543606.3_r.fits,-0.707145148364,-2.46309001435,0.243637067482,0.346286
J150624.23+322551.0_r.fits,-0.760194301864,-2.26877934038,0.274766222276,0.411043
J172837.52+570842.2_r.fits,-0.663639206051,-2.58502867644,0.235804435916,0.407614
J111914.85+035751.3_r.fits,-0.712040945276,-2.68213657413,0.309164351027,0.413397
J075953.49+232324.2_r.fits,-0.715904430584,-2.18054537784,0.158478521237,0.436843
J015650.69+145224.2_r.fits,-0.656492489077,-2.39683159127,0.243868981769,0.360478
J085547.66+004739.4_r.fits,-0.740746211618,-1.81012740194,0.263690221107,0.310535
J152552.61+542218.0_r.fits,-0.743359030265,-2.43354204287,0.168517020128,0.546579
J094632.03+351949.3_r.fits,-0.674102813423,-2.54078852871,0.191464716787,0.361086
J164107.64+224924.8_r.fits,-0.713151743931,-2.20918959521,0.244045991955,0.399433
J144837.04+514331.0_r.fits,-0.727902114578,-1.98753086639,0.31594378319,0.284008
J114504.88+463733.6_r.fits,-0.712350859806,-2.04802791047,0.21471711561,0.306369
J120314.20+044955.7_r.fits,-0.754397563284,-2.41998146895,0.647365657966,0.196399
J132513.63+622345.3_r.fits,-0.777358919093,-2.14096019247,0.416737408952,0.277113
J164128.36+381608.4_r.fits,-0.668796266497,-2.27703052185,0.165278750199,0.333174
J163934.96+355604.5_r.fits,-0.709292045684,-2.47435675481,0.305896917769,0.405851
J150720.42+022328.1_r.fits,-0.718743240663,-2.01840021375,0.452082300161,0.248079
J143416.62+371202.7_r.fits,-0.686841751533,-1.92765212432,0.161915708547,0.264154
J143143.18-021248.8_r.fits,-0.751075544008,-2.14213513419,0.204384996742,0.40237
J023310.79-074813.4_r.fits,-0.730856460882,-2.27430518258,0.270281959784,0.379257
J160406.98+443259.1_r.fits,-0.71542415552,-2.15155733885,0.310903803579,0.216373
J120443.26+483837.4_r.fits,-0.703823003719,-1.90920344008,0.280153723651,0.24637
J143232.50+340625.4_r.fits,-0.642565687107,-2.33598933212,0.268894877894,0.315535
J132904.55+560353.3_r.fits,-0.705703265174,-2.04908231409,0.381066860962,0.195318
J113209.24-005633.4_r.fits,-0.705619286431,-2.58043390018,0.284952079974,0.533589
J215815.29+112924.9_r.fits,-0.673727648983,-2.21304039613,0.170425441018,0.295006
J102523.66+645955.3_r.fits,-0.677456205864,-1.84739675767,0.27257119575,0.220695
J145850.70-011914.5_r.fits,-0.732237325466,-2.25708024385,0.305211908099,0.4064
J151049.53+032526.6_r.fits,-0.658517358055,-2.25228453156,0.356634722561,0.226269
J073548.83+401938.3_r.fits,-0.694528030735,-2.42683111517,0.222557687396,0.385369
J115028.16+044141.8_r.fits,-0.69751710817,-2.32374979404,0.228128268653,0.358592
J015248.42-084320.7_r.fits,-0.697201126585,-2.38503314041,0.225940377266,0.366447
