NAME,G,M,A,C
J083732.70+284218.7_r.fits,-0.62291034142,-2.10088886388,0.121423826217,0.361435
J083732.70+284218.7_r.fits,-0.62291034142,-2.10088886388,0.121423826217,0.361435
J083732.70+284218.7_r.fits,-0.62291034142,-2.10088886388,0.121423826217,0.361435
J083732.70+284218.7_r.fits,-0.62291034142,-2.10088886388,0.121423826217,0.361435
J083732.70+284218.7_r.fits,-0.62291034142,-2.10088886388,0.121423826217,0.361435
J033013.26-053236.1_r.fits,-0.654141147965,-2.19364166017,0.199122794903,0.381076
J033013.26-053236.1_r.fits,-0.654141147965,-2.19364166017,0.199122794903,0.381076
J033013.26-053236.1_r.fits,-0.654141147965,-2.19364166017,0.199122794903,0.381076
J033013.26-053236.1_r.fits,-0.654141147965,-2.19364166017,0.199122794903,0.381076
J033013.26-053236.1_r.fits,-0.654141147965,-2.19364166017,0.199122794903,0.381076
J094529.37+093610.4_r.fits,-0.700725888091,-2.41440944609,0.181273376361,0.43325
J094529.37+093610.4_r.fits,-0.700725888091,-2.41440944609,0.181273376361,0.43325
J094529.37+093610.4_r.fits,-0.700725888091,-2.41440944609,0.181273376361,0.43325
J094529.37+093610.4_r.fits,-0.700725888091,-2.41440944609,0.181273376361,0.43325
J094529.37+093610.4_r.fits,-0.700725888091,-2.41440944609,0.181273376361,0.43325
J155252.84+403848.2_r.fits,-0.656000050931,-2.10062422507,0.228280956489,0.283799
J155252.84+403848.2_r.fits,-0.656000050931,-2.10062422507,0.228280956489,0.283799
J155252.84+403848.2_r.fits,-0.656000050931,-2.10062422507,0.228280956489,0.283799
J155252.84+403848.2_r.fits,-0.656000050931,-2.10062422507,0.228280956489,0.283799
J155252.84+403848.2_r.fits,-0.656000050931,-2.10062422507,0.228280956489,0.283799
J080538.66+261005.5_r.fits,-0.642670778654,-1.95397023163,0.151683917932,0.247718
J080538.66+261005.5_r.fits,-0.642670778654,-1.95397023163,0.151683917932,0.247718
J080538.66+261005.5_r.fits,-0.642670778654,-1.95397023163,0.151683917932,0.247718
J080538.66+261005.5_r.fits,-0.642670778654,-1.95397023163,0.151683917932,0.247718
J080538.66+261005.5_r.fits,-0.642670778654,-1.95397023163,0.151683917932,0.247718
J110233.29-001727.6_r.fits,-0.695825445361,-2.67675142551,0.317404340255,0.483068
J110233.29-001727.6_r.fits,-0.695825445361,-2.67675142551,0.317404340255,0.483068
J110233.29-001727.6_r.fits,-0.695825445361,-2.67675142551,0.317404340255,0.483068
J110233.29-001727.6_r.fits,-0.695825445361,-2.67675142551,0.317404340255,0.483068
J110233.29-001727.6_r.fits,-0.695825445361,-2.67675142551,0.317404340255,0.483068
J033458.00-054853.3_r.fits,-0.692891176558,-2.22476538288,0.226704744522,0.325894
J033458.00-054853.3_r.fits,-0.692891176558,-2.22476538288,0.226704744522,0.325894
J033458.00-054853.3_r.fits,-0.692891176558,-2.22476538288,0.226704744522,0.325894
J033458.00-054853.3_r.fits,-0.692891176558,-2.22476538288,0.226704744522,0.325894
J033458.00-054853.3_r.fits,-0.692891176558,-2.22476538288,0.226704744522,0.325894
J011059.31+002601.1_r.fits,-0.740313613613,-2.14718177833,0.201876688892,0.441349
J011059.31+002601.1_r.fits,-0.740313613613,-2.14718177833,0.201876688892,0.441349
J011059.31+002601.1_r.fits,-0.740313613613,-2.14718177833,0.201876688892,0.441349
J011059.31+002601.1_r.fits,-0.740313613613,-2.14718177833,0.201876688892,0.441349
J011059.31+002601.1_r.fits,-0.740313613613,-2.14718177833,0.201876688892,0.441349
J120114.35-034041.0_r.fits,-0.714248408429,-2.47291621561,0.133526090948,0.438916
J120114.35-034041.0_r.fits,-0.714248408429,-2.47291621561,0.133526090948,0.438916
J120114.35-034041.0_r.fits,-0.714248408429,-2.47291621561,0.133526090948,0.438916
J120114.35-034041.0_r.fits,-0.714248408429,-2.47291621561,0.133526090948,0.438916
J120114.35-034041.0_r.fits,-0.714248408429,-2.47291621561,0.133526090948,0.438916
J112536.17+542257.2_r.fits,-0.8380449943,-2.50499414161,0.538446847354,0.427786
J112536.17+542257.2_r.fits,-0.8380449943,-2.50499414161,0.538446847354,0.427786
J112536.17+542257.2_r.fits,-0.8380449943,-2.50499414161,0.538446847354,0.427786
J112536.17+542257.2_r.fits,-0.8380449943,-2.50499414161,0.538446847354,0.427786
J112536.17+542257.2_r.fits,-0.8380449943,-2.50499414161,0.538446847354,0.427786
J120257.82+045045.1_r.fits,-0.592031430032,-1.78682214683,0.239458306672,0.224592
J120257.82+045045.1_r.fits,-0.592031430032,-1.78682214683,0.239458306672,0.224592
J120257.82+045045.1_r.fits,-0.592031430032,-1.78682214683,0.239458306672,0.224592
J120257.82+045045.1_r.fits,-0.592031430032,-1.78682214683,0.239458306672,0.224592
J120257.82+045045.1_r.fits,-0.592031430032,-1.78682214683,0.239458306672,0.224592
J111607.65+412353.2_r.fits,-0.698661741935,-2.53426017871,0.331312268125,0.441503
J111607.65+412353.2_r.fits,-0.698661741935,-2.53426017871,0.331312268125,0.441503
J111607.65+412353.2_r.fits,-0.698661741935,-2.53426017871,0.331312268125,0.441503
J111607.65+412353.2_r.fits,-0.698661741935,-2.53426017871,0.331312268125,0.441503
J111607.65+412353.2_r.fits,-0.698661741935,-2.53426017871,0.331312268125,0.441503
J114530.26+094344.8_r.fits,-0.704511891936,-2.63228180495,0.324920338679,0.417921
J114530.26+094344.8_r.fits,-0.704511891936,-2.63228180495,0.324920338679,0.417921
J114530.26+094344.8_r.fits,-0.704511891936,-2.63228180495,0.324920338679,0.417921
J114530.26+094344.8_r.fits,-0.704511891936,-2.63228180495,0.324920338679,0.417921
J114530.26+094344.8_r.fits,-0.704511891936,-2.63228180495,0.324920338679,0.417921
J132428.24+044629.6_r.fits,-0.718707051694,-2.318875966,0.212929347984,0.366954
J132428.24+044629.6_r.fits,-0.718707051694,-2.318875966,0.212929347984,0.366954
J132428.24+044629.6_r.fits,-0.718707051694,-2.318875966,0.212929347984,0.366954
J132428.24+044629.6_r.fits,-0.718707051694,-2.318875966,0.212929347984,0.366954
J132428.24+044629.6_r.fits,-0.718707051694,-2.318875966,0.212929347984,0.366954
J082510.23+375919.8_r.fits,-0.737050841705,-2.17271110853,0.235474440787,0.324209
J082510.23+375919.8_r.fits,-0.737050841705,-2.17271110853,0.235474440787,0.324209
J082510.23+375919.8_r.fits,-0.737050841705,-2.17271110853,0.235474440787,0.324209
J082510.23+375919.8_r.fits,-0.737050841705,-2.17271110853,0.235474440787,0.324209
J082510.23+375919.8_r.fits,-0.737050841705,-2.17271110853,0.235474440787,0.324209
J093812.26+074340.1_r.fits,-0.706337000815,-2.40532807693,0.162016592235,0.432967
J093812.26+074340.1_r.fits,-0.706337000815,-2.40532807693,0.162016592235,0.432967
J093812.26+074340.1_r.fits,-0.706337000815,-2.40532807693,0.162016592235,0.432967
J093812.26+074340.1_r.fits,-0.706337000815,-2.40532807693,0.162016592235,0.432967
J093812.26+074340.1_r.fits,-0.706337000815,-2.40532807693,0.162016592235,0.432967
J133815.87+043233.3_r.fits,-0.664158938005,-2.47414276639,0.131984861113,0.498539
J133815.87+043233.3_r.fits,-0.664158938005,-2.47414276639,0.131984861113,0.498539
J133815.87+043233.3_r.fits,-0.664158938005,-2.47414276639,0.131984861113,0.498539
J133815.87+043233.3_r.fits,-0.664158938005,-2.47414276639,0.131984861113,0.498539
J133815.87+043233.3_r.fits,-0.664158938005,-2.47414276639,0.131984861113,0.498539
J100207.04+030327.7_r.fits,-0.708057366776,-2.62096381146,0.218858742244,0.43169
J100207.04+030327.7_r.fits,-0.708057366776,-2.62096381146,0.218858742244,0.43169
